id,split,source,source_locale,target_locale,wikidata_id,entity_types,targets,reference_translation,reference_mention,reference_translations,reference_mentions,gpt4o_prediction,gpt4o_mini_prediction,primary_entity_type,selection_score,selection_reasons,gpt_models_differ,gpt4o_any_reference_mention_match,gpt4o_mini_any_reference_mention_match,model_mention_match_disagree,multi_reference_example,ascii_preservation_disagreement,selection_stage
Q1504526_2,validation,Which television franchise does Comic Book Guy appear in?,en,ko,Q1504526,"[""Fictional entity"", ""Person""]","[{""translation"": ""코믹 북 가이는 어떤 TV 프랜차이즈에 출연하나요?"", ""mention"": ""코믹 북 가이""}, {""translation"": ""코믹 북 가이는 어떤 텔레비전 프랜차이즈에 출연하나요?"", ""mention"": ""코믹 북 가이""}, {""translation"": ""만화책 가이는 어느 텔레비전 프랜차이즈에 출연합니까?"", ""mention"": ""만화책 가이""}]",코믹 북 가이는 어떤 TV 프랜차이즈에 출연하나요?,코믹 북 가이,"[""코믹 북 가이는 어떤 TV 프랜차이즈에 출연하나요?"", ""코믹 북 가이는 어떤 텔레비전 프랜차이즈에 출연하나요?"", ""만화책 가이는 어느 텔레비전 프랜차이즈에 출연합니까?""]","[""코믹 북 가이"", ""코믹 북 가이"", ""만화책 가이""]",코믹 북 가이는 어떤 텔레비전 프랜차이즈에 등장하나요?,코믹북 남자가 등장하는 텔레비전 프랜차이즈는 무엇인가요?,Fictional entity,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,True,False,True,True,False,seed
Q756800_0,validation,Can Sichuan pepper be used as a medicinal ingredient?,en,ko,Q756800,"[""Food""]","[{""translation"": ""사천 고추를 약용 성분으로 사용할 수 있나요?"", ""mention"": ""사천 고추""}, {""translation"": ""화초를 약재로 사용할 수 있나요?"", ""mention"": ""화초""}, {""translation"": ""화자오를 약재로 사용할 수 있나요?"", ""mention"": ""화자오""}]",사천 고추를 약용 성분으로 사용할 수 있나요?,사천 고추,"[""사천 고추를 약용 성분으로 사용할 수 있나요?"", ""화초를 약재로 사용할 수 있나요?"", ""화자오를 약재로 사용할 수 있나요?""]","[""사천 고추"", ""화초"", ""화자오""]",사천 후추는 약재로 사용될 수 있습니까?,사천고추는 약용 성분으로 사용될 수 있나요?,Food,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,seed
Q4374095_1,validation,What is the purpose of the Embassy of Estonia in Moscow?,en,ko,Q4374095,"[""Landmark""]","[{""translation"": ""모스크바 주재 에스토니아 대사관의 목적은 무엇입니까?"", ""mention"": ""모스크바 주재 에스토니아 대사관""}, {""translation"": ""모스크바 주재 에스토니아 대사관의 목적은 무엇인가요?"", ""mention"": ""모스크바 주재 에스토니아 대사관""}, {""translation"": ""모스크바 주재 에스토니아 대사관 의 목적은 무엇인가요?"", ""mention"": ""모스크바 주재 에스토니아 대사관""}]",모스크바 주재 에스토니아 대사관의 목적은 무엇입니까?,모스크바 주재 에스토니아 대사관,"[""모스크바 주재 에스토니아 대사관의 목적은 무엇입니까?"", ""모스크바 주재 에스토니아 대사관의 목적은 무엇인가요?"", ""모스크바 주재 에스토니아 대사관 의 목적은 무엇인가요?""]","[""모스크바 주재 에스토니아 대사관"", ""모스크바 주재 에스토니아 대사관"", ""모스크바 주재 에스토니아 대사관""]",모스크바 주재 에스토니아 대사관의 목적은 무엇인가요?,모스크바에 있는 에스토니아 대사의 목적은 무엇인가요?,Landmark,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,seed
Q1527383_0,validation,Who starred in The Villain?,en,ko,Q1527383,"[""Movie""]","[{""translation"": ""누가 빌런에 출연했나요?"", ""mention"": ""빌런""}, {""translation"": ""누가 빌런 에 출연했나요?"", ""mention"": ""빌런""}]",누가 빌런에 출연했나요?,빌런,"[""누가 빌런에 출연했나요?"", ""누가 빌런 에 출연했나요?""]","[""빌런"", ""빌런""]",'더 빌런(The Villain)'의 주연은 누구였나요?,'악당'에 누가 출연했나요?,Movie,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,seed
Q48835523_2,validation,When was On Wings of Song composed?,en,ko,Q48835523,"[""Musical work""]","[{""translation"": ""노래의 날개 위에 은 언제 작곡되었나요?"", ""mention"": ""노래의 날개 위에""}, {""translation"": ""노래의 날개 위에는 언제 작곡되었나요?"", ""mention"": ""노래의 날개 위에""}]",노래의 날개 위에 은 언제 작곡되었나요?,노래의 날개 위에,"[""노래의 날개 위에 은 언제 작곡되었나요?"", ""노래의 날개 위에는 언제 작곡되었나요?""]","[""노래의 날개 위에"", ""노래의 날개 위에""]","""노래의 날개 위에""는 언제 작곡되었나요?","""On Wings of Song""는 언제 작곡되었나요?",Musical work,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,seed
Q2620906_0,validation,How did Grigory Petrovsky's political career come to an end?,en,ko,Q2620906,"[""Person""]","[{""translation"": ""그리고리 페트로프스키의 정치 경력은 어떻게 끝났습니까?"", ""mention"": ""그리고리 페트로프스키""}, {""translation"": ""그리고리 페트롭스키의 정치 경력은 어떻게 끝났나요?"", ""mention"": ""그리고리 페트롭스키""}, {""translation"": ""그리고리 페트롭스키 의 정치 경력은 어떻게 끝났나요?"", ""mention"": ""그리고리 페트롭스키""}]",그리고리 페트로프스키의 정치 경력은 어떻게 끝났습니까?,그리고리 페트로프스키,"[""그리고리 페트로프스키의 정치 경력은 어떻게 끝났습니까?"", ""그리고리 페트롭스키의 정치 경력은 어떻게 끝났나요?"", ""그리고리 페트롭스키 의 정치 경력은 어떻게 끝났나요?""]","[""그리고리 페트로프스키"", ""그리고리 페트롭스키"", ""그리고리 페트롭스키""]",그리고리 페트로프스키의 정치 경력이 어떻게 끝났습니까?,그리골리 페트로프스키의 정치 경력은 어떻게 끝났나요?,Person,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,seed
Q644677_0,validation,When was the Şehzade Mosque built?,en,ko,Q644677,"[""Place of worship"", ""Landmark""]","[{""translation"": ""셰흐자데 모스크는 언제 지어졌나요"", ""mention"": ""셰흐자데 모스크""}, {""translation"": ""셰흐자데 모스크는 언제 지어졌나요?"", ""mention"": ""셰흐자데 모스크""}]",셰흐자데 모스크는 언제 지어졌나요,셰흐자데 모스크,"[""셰흐자데 모스크는 언제 지어졌나요"", ""셰흐자데 모스크는 언제 지어졌나요?""]","[""셰흐자데 모스크"", ""셰흐자데 모스크""]",셰자데 모스크는 언제 지어졌나요?,셰흐자데 모스크는 언제 건립되었나요?,Place of worship,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,False,True,True,True,False,seed
Q7230941_1,validation,When was the South Korean TV series New Tales of Gisaeng released?,en,ko,Q7230941,"[""TV series""]","[{""translation"": ""한국 TV 시리즈 신기생뎐은 언제 출시되었나요?"", ""mention"": ""신기생뎐""}, {""translation"": ""한국 TV 시리즈 신기생뎐은 언제 방영되었나요?"", ""mention"": ""신기생뎐""}]",한국 TV 시리즈 신기생뎐은 언제 출시되었나요?,신기생뎐,"[""한국 TV 시리즈 신기생뎐은 언제 출시되었나요?"", ""한국 TV 시리즈 신기생뎐은 언제 방영되었나요?""]","[""신기생뎐"", ""신기생뎐""]",한국 드라마 '신기생뎐'은 언제 방영되었나요?,"한국 TV 시리즈 ""신의 양식""은 언제 방영되었나요?",TV series,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,seed
Q641378_0,validation,Is The Master Builder a book or a play?,en,ko,Q641378,"[""Artwork"", ""Book""]","[{""translation"": ""건축가 솔네스 는 책인가요 아니면 연극인가요?"", ""mention"": ""건축가 솔네스""}, {""translation"": ""건축가 솔네스 책인가요 아니면 연극인가요?"", ""mention"": ""건축가 솔네스""}, {""translation"": ""건축가 솔네스는 책입니까 아니면 연극입니까?"", ""mention"": ""건축가 솔네스""}, {""translation"": ""건축가 솔네스는 책인가요 아니면 연극인가요?"", ""mention"": ""건축가 솔네스""}]",건축가 솔네스 는 책인가요 아니면 연극인가요?,건축가 솔네스,"[""건축가 솔네스 는 책인가요 아니면 연극인가요?"", ""건축가 솔네스 책인가요 아니면 연극인가요?"", ""건축가 솔네스는 책입니까 아니면 연극입니까?"", ""건축가 솔네스는 책인가요 아니면 연극인가요?""]","[""건축가 솔네스"", ""건축가 솔네스"", ""건축가 솔네스"", ""건축가 솔네스""]",《건축가 솔네스》(The Master Builder)는 희곡입니다.,《장인 건축가》는 희곡입니다.,Artwork,12,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,seed
Q1389239_1,validation,Which company developed the FMA instruction set for x86 processors?,en,ko,Q1389239,"[""Book""]","[{""translation"": ""x86 프로세서용 FMA 명령어 집합을 개발한 회사는 어디인가요?"", ""mention"": ""FMA 명령어 집합""}, {""translation"": ""어떤 회사가 x86 프로세서를 위한 FMA 명령어 집합을 개발했나요?"", ""mention"": ""FMA 명령어 집합""}, {""translation"": ""어떤 회사가 x86 프로세서를 위한 FMA 명령어 집합를 개발했나요?"", ""mention"": ""FMA 명령어 집합""}]",x86 프로세서용 FMA 명령어 집합을 개발한 회사는 어디인가요?,FMA 명령어 집합,"[""x86 프로세서용 FMA 명령어 집합을 개발한 회사는 어디인가요?"", ""어떤 회사가 x86 프로세서를 위한 FMA 명령어 집합을 개발했나요?"", ""어떤 회사가 x86 프로세서를 위한 FMA 명령어 집합를 개발했나요?""]","[""FMA 명령어 집합"", ""FMA 명령어 집합"", ""FMA 명령어 집합""]",어느 회사가 x86 프로세서를 위한 FMA 명령어 세트를 개발했나요?,어떤 회사가 x86 프로세서를 위한 FMA 명령어 집합을 개발했습니까?,Book,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,seed
Q3943166_1,validation,"What makes the Ryu, the Cave Boy TV series a popular choice among children?",en,ko,Q3943166,"[""Book series"", ""TV series""]","[{""translation"": ""원시소년 돌치TV 시리즈를 아이들 사이에서 인기 있는 선택으로 만드는 것은 무엇인가요?"", ""mention"": ""원시소년 돌치""}, {""translation"": ""동굴 소년 류 TV 시리즈를 아이들 사이에서 인기 있는 선택으로 만드는 것은 무엇인가요?"", ""mention"": ""동굴 소년 류""}, {""translation"": ""원시소년 류우 TV 시리즈가 아이들에게 인기 있는 이유는 무엇인가요?"", ""mention"": ""원시소년 류우""}]",원시소년 돌치TV 시리즈를 아이들 사이에서 인기 있는 선택으로 만드는 것은 무엇인가요?,원시소년 돌치,"[""원시소년 돌치TV 시리즈를 아이들 사이에서 인기 있는 선택으로 만드는 것은 무엇인가요?"", ""동굴 소년 류 TV 시리즈를 아이들 사이에서 인기 있는 선택으로 만드는 것은 무엇인가요?"", ""원시소년 류우 TV 시리즈가 아이들에게 인기 있는 이유는 무엇인가요?""]","[""원시소년 돌치"", ""동굴 소년 류"", ""원시소년 류우""]",류 동굴 소년 TV 시리즈가 어린이들 사이에서 인기가 많은 이유는 무엇인가요?,"류, 동굴 소년 TV 시리즈가 아이들 사이에서 인기 있는 선택인 이유는 무엇인가요?",Book series,7,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,False,False,False,True,False,seed
Q552179_1,validation,Where were the crime scenes where the Phantom of Heilbronn's DNA was found?,en,ko,Q552179,"[""Fictional entity"", ""Person""]","[{""translation"": ""하일브론의 유령의 DNA가 발견된 범죄 현장은 어디에 있었나요"", ""mention"": ""하일브론의 유령""}, {""translation"": ""하일브론의 유령의 DNA가 발견된 범죄 현장은 어디에 있었나요?"", ""mention"": ""하일브론의 유령""}]",하일브론의 유령의 DNA가 발견된 범죄 현장은 어디에 있었나요,하일브론의 유령,"[""하일브론의 유령의 DNA가 발견된 범죄 현장은 어디에 있었나요"", ""하일브론의 유령의 DNA가 발견된 범죄 현장은 어디에 있었나요?""]","[""하일브론의 유령"", ""하일브론의 유령""]",헬브론의 유령의 DNA가 발견된 범죄 현장은 어디였습니까?,하일브론의 유령의 DNA가 발견된 범죄 현장은 어디입니까?,Fictional entity,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,False,True,True,True,False,seed
Q16305809_0,validation,Do prawn crackers contain real prawns?,en,ko,Q16305809,"[""Food""]","[{""translation"": ""새우 칩에는 진짜 새우가 들어 있나요?"", ""mention"": ""새우 칩""}, {""translation"": ""새우 칩 에는 진짜 새우가 들어 있나요?"", ""mention"": ""새우 칩""}]",새우 칩에는 진짜 새우가 들어 있나요?,새우 칩,"[""새우 칩에는 진짜 새우가 들어 있나요?"", ""새우 칩 에는 진짜 새우가 들어 있나요?""]","[""새우 칩"", ""새우 칩""]",새우깡에 실제 새우가 들어 있나요?,새우 칩에는 실제 새우가 들어 있나요?,Food,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,seed
